Date,Department,NetTotalAmount,Requests,PO_count,RR_count,StudentsEnrolled_mean,StudentsEnrolled_last,ProgramCount_max,AccreditationAudit_any,GovtFundingChange_mean,TuitionPolicy_mode,month,quarter,year,is_fy_end,EnrollMoM_pct,EnrollYoY_pct,lag_1,lag_3,lag_12,roll3_mean,roll3_std,roll12_mean,roll12_std
2023-09-01,CGC,8412.55,1.0,1.0,1.0,796.0,796.0,0.0,0.0,0.96,Freeze,9,3,2023,0,6.417112299465244,0.6321112515802696,24615.24,35728.83,55842.74,30117.47333333333,5557.598545993716,46187.91999999999,41389.32671760833
2023-10-01,CGC,25506.61,2.0,2.0,2.0,749.0,720.0,0.0,0.0,1.03,Freeze,10,4,2023,0,-9.547738693467334,-10.66997518610422,8412.55,30008.35,9134.87,21012.046666666665,11239.746263062672,42235.40416666667,42629.62529419449
2023-11-01,CGC,23165.260000000002,2.0,2.0,2.0,774.0,734.0,0.0,0.0,0.945,Freeze,11,4,2023,0,1.9444444444444375,1.2413793103448256,25506.61,24615.24,2701.72,19511.466666666667,9622.270963729472,43599.71583333333,41726.38746124359
2023-12-01,CGC,97020.85,7.0,7.0,7.0,773.2857142857143,792.0,0.0,0.0,1.02,Freeze,12,4,2023,1,7.901907356948223,7.901907356948223,23165.260000000002,8412.55,64253.54,19028.140000000003,9267.607201521758,45305.010833333334,40296.66133903414
2024-01-01,CGC,39991.01,3.0,3.0,3.0,775.3333333333334,784.0,0.0,0.0,1.02,Decrease,1,1,2024,0,-1.0101010101010055,5.518169582772536,97020.85,25506.61,161271.75,48564.24,41980.98104469092,48035.619999999995,42733.88756636332
2024-02-01,CGC,68021.09,5.0,5.0,5.0,786.6,740.0,0.0,0.0,1.0,Increase,2,1,2024,0,-5.612244897959185,-1.2016021361815787,39991.01,23165.260000000002,30193.53,53392.37333333333,38708.648232094485,37928.89166666666,23557.627086302015
2024-03-01,CGC,14173.91,1.0,1.0,1.0,825.0,825.0,0.0,0.0,0.97,Freeze,3,1,2024,0,11.486486486486491,4.166666666666674,68021.09,97020.85,40237.64,68344.31666666667,28516.29392496388,41081.18833333333,24919.94568510127
2024-04-01,CGC,36250.75,4.0,4.0,4.0,777.0,792.0,0.0,0.0,1.0725,Increase,4,2,2024,0,-4.0000000000000036,-0.37735849056603765,14173.91,39991.01,30677.31,40728.66999999999,26931.16791367946,38909.21083333333,26107.680585018894
2024-05-01,CGC,81899.82,6.0,6.0,6.0,761.0,781.0,0.0,0.0,0.9783333333333334,Freeze,5,2,2024,0,-1.388888888888884,-2.6184538653366562,36250.75,68021.09,69589.52,39481.91666666666,27068.617013230127,39373.66416666666,25997.264647562613
2024-06-01,CGC,28056.47,3.0,3.0,3.0,790.3333333333334,809.0,0.0,0.0,1.0166666666666666,Freeze,6,2,2024,0,3.5851472471190693,2.926208651399498,81899.82,14173.91,35728.83,44108.159999999996,34539.888393900444,40399.5225,27497.574807258963
2024-07-01,CGC,51919.36,3.0,3.0,3.0,802.0,819.0,0.0,0.0,0.9600000000000001,Freeze,7,3,2024,0,1.2360939431396822,7.339449541284404,28056.47,36250.75,30008.35,48735.67999999999,29011.75094051199,39760.15916666667,27704.467926529134
2024-08-01,CGC,32278.64,4.0,4.0,4.0,797.75,760.0,0.0,0.0,0.9950000000000001,Freeze,8,3,2024,0,-7.2039072039072005,1.6042780748663166,51919.36,81899.82,24615.24,53958.54999999999,26979.534960738267,41586.07666666667,27725.363609868244
2024-09-01,CGC,32375.84,3.0,3.0,3.0,794.3333333333334,803.0,0.0,0.0,1.02,Decrease,9,3,2024,0,5.657894736842106,0.8793969849246297,32278.64,28056.47,8412.55,37418.156666666655,12734.612419042505,42224.693333333336,27385.096752310485
2024-10-01,CGC,24732.809999999998,2.0,2.0,2.0,763.0,782.0,0.0,0.0,1.0350000000000001,Decrease,10,4,2024,0,-2.6151930261519296,8.611111111111104,32375.84,51919.36,25506.61,38857.946666666656,11311.620160619415,44221.63416666666,25504.48154621439
2024-11-01,CGC,21487.52,2.0,2.0,2.0,799.5,824.0,0.0,0.0,1.01,Increase,11,4,2024,0,5.3708439897698135,12.261580381471383,24732.809999999998,32278.64,23165.260000000002,29795.76333333332,4384.915540991833,44157.15083333334,25557.024668536636
2024-12-01,CGC,58421.630000000005,2.0,2.0,2.0,767.0,779.0,0.0,0.0,0.9650000000000001,Freeze,12,4,2024,1,-5.461165048543693,-1.6414141414141437,21487.52,32375.84,97020.85,26198.723333333324,5590.219542310635,44017.33916666667,25686.563029096986
2025-01-01,CGC,159908.32,11.0,11.0,11.0,784.0909090909091,797.0,0.0,0.0,1.0227272727272727,Freeze,1,1,2025,0,2.310654685494229,1.658163265306123,58421.630000000005,24732.809999999998,39991.01,34880.65333333333,20451.556508281512,40800.7375,20297.218441526387
2021-01-01,CHS,431092.5,12.0,12.0,12.0,2587.5833333333335,2562.0,5.0,0.0,1.0108333333333335,Freeze,1,1,2021,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,CHS,914721.99,18.0,18.0,18.0,2582.0,2571.0,5.0,0.0,1.0077777777777779,Freeze,2,1,2021,0,0.3512880562060783,0.0,431092.5,0.0,0.0,431092.5,0.0,431092.5,0.0
2021-03-01,CHS,536743.03,14.0,14.0,14.0,2582.5714285714284,2542.0,5.0,0.0,0.985,Freeze,3,1,2021,0,-1.127965772073125,0.0,914721.99,0.0,0.0,672907.245,341977.6919607916,672907.245,341977.6919607916
2021-04-01,CHS,545313.04,16.0,16.0,16.0,2607.0,2594.0,5.0,0.0,1.0025,Freeze,4,2,2021,0,2.0456333595594067,0.0,536743.03,431092.5,0.0,627519.1733333333,254272.6922976009,627519.1733333333,254272.6922976009
2021-05-01,CHS,390559.8,12.0,12.0,12.0,2590.0833333333335,2549.0,5.0,0.0,1.0125,Freeze,5,2,2021,0,-1.7347725520431734,0.0,545313.04,914721.99,0.0,665592.6866666666,215794.8530488251,606967.64,211642.45822042593
2021-06-01,CHS,695408.0800000001,16.0,16.0,16.0,2578.9375,2535.0,5.0,0.0,1.0275,Freeze,6,2,2021,0,-0.549234994115344,0.0,390559.8,536743.03,0.0,490871.9566666667,86978.490727239,563686.0719999999,207270.03699011027
2021-07-01,CHS,453068.45,13.0,13.0,13.0,2585.846153846154,2545.0,5.0,0.0,0.9830769230769232,Freeze,7,3,2021,0,0.39447731755424265,0.0,695408.0800000001,545313.04,0.0,543760.3066666668,152430.07147653942,585639.7400000001,193029.72781162668
2021-08-01,CHS,591837.62,20.0,20.0,20.0,2590.5,2613.0,5.0,0.0,0.9635,Freeze,8,3,2021,0,2.6719056974459754,0.0,453068.45,390559.8,0.0,513012.11000000004,161021.89365234246,566700.9842857143,183196.97538959706
2021-09-01,CHS,291023.38,9.0,9.0,9.0,2572.6666666666665,2589.0,5.0,0.0,0.9988888888888889,Freeze,9,3,2021,0,-0.9184845005740572,0.0,591837.62,695408.0800000001,0.0,580104.7166666667,121595.1061211191,569843.06375,169840.11805204727
2021-10-01,CHS,173780.41,6.0,6.0,6.0,2588.3333333333335,2590.0,5.0,0.0,0.9766666666666667,Freeze,10,4,2021,0,0.03862495171880198,0.0,291023.38,453068.45,0.0,445309.8166666667,150557.12882522435,538863.098888889,184059.17932176814
2021-11-01,CHS,439805.77,15.0,15.0,15.0,2594.5333333333333,2609.0,5.0,0.0,0.9866666666666667,Freeze,11,4,2021,0,0.7335907335907388,0.0,173780.41,591837.62,0.0,352213.8033333334,215641.2730416661,502354.82999999996,208427.73453073465
2021-12-01,CHS,527819.62,11.0,11.0,11.0,2587.5454545454545,2616.0,5.0,0.0,1.0163636363636364,Decrease,12,4,2021,1,0.268302031429668,0.0,439805.77,291023.38,0.0,301536.52,133323.91992916,496668.5518181818,198629.2521876478
2022-01-01,CHS,657284.44,15.0,15.0,15.0,2646.5333333333333,2689.0,5.0,1.0,0.9706666666666667,Freeze,1,1,2022,0,2.7905198776758455,4.957064793130361,527819.62,173780.41,431092.5,380468.60000000003,184327.46773626187,499264.4741666667,189598.93592457398
2022-02-01,CHS,901667.28,23.0,23.0,23.0,2659.0434782608695,2647.0,5.0,1.0,0.9934782608695653,Freeze,2,1,2022,0,-1.5619189289698743,2.9560482302605884,657284.44,439805.77,914721.99,541636.61,109395.72608533315,518113.8025,193410.69043919124
2022-03-01,CHS,504899.32,13.0,13.0,13.0,2665.5384615384614,2702.0,5.0,1.0,0.996923076923077,Freeze,3,1,2022,0,2.077823951643376,6.2942564909520105,901667.28,527819.62,536743.03,695590.4466666667,189844.7545546858,517025.91,190998.729297777
2022-04-01,CHS,565744.67,14.0,14.0,14.0,2656.5,2641.0,5.0,1.0,0.9992857142857143,Freeze,4,2,2022,0,-2.2575869726128794,1.8118735543562137,504899.32,657284.44,545313.04,687950.3466666666,200153.69568011203,514372.2675000001,190921.08033252915
2022-05-01,CHS,585002.15,14.0,14.0,14.0,2659.5,2693.0,5.0,1.0,0.9942857142857143,Freeze,5,2,2022,0,1.9689511548655725,5.6492742251863515,565744.67,901667.28,390559.8,657437.0900000001,213686.285088053,516074.9033333333,191312.79783715805
2022-06-01,CHS,427895.88,11.0,11.0,11.0,2663.0,2632.0,5.0,1.0,0.9990909090909091,Freeze,6,2,2022,0,-2.2651318232454476,3.826429980276136,585002.15,504899.32,695408.0800000001,551882.0466666667,41812.02085242481,532278.4325,187919.88734513836
2022-07-01,CHS,498096.75,14.0,14.0,14.0,2662.0714285714284,2651.0,5.0,1.0,1.002857142857143,Freeze,7,3,2022,0,0.7218844984802519,4.165029469548132,427895.88,565744.67,453068.45,526214.2333333334,85688.8941790079,509985.7491666667,182600.80535231196
2022-08-01,CHS,483626.26,14.0,14.0,14.0,2649.714285714286,2655.0,5.0,1.0,1.0178571428571428,Freeze,8,3,2022,0,0.15088645794039124,1.6073478760045834,498096.75,585002.15,591837.62,503664.9266666667,78701.00673988622,513738.1075,181785.68858272705
2022-09-01,CHS,309743.74,9.0,9.0,9.0,2666.0,2695.0,5.0,1.0,0.9722222222222222,Freeze,9,3,2022,0,1.5065913370998052,4.094244882193898,483626.26,427895.88,291023.38,469872.9633333334,37066.230103562135,504720.49416666664,180236.6584680037
2022-10-01,CHS,331709.22000000003,10.0,10.0,10.0,2645.3,2620.0,5.0,1.0,1.009,Freeze,10,4,2022,0,-2.78293135435993,1.158301158301156,309743.74,498096.75,173780.41,430488.9166666667,104818.40027594593,506280.52416666667,178289.3606553496
2022-11-01,CHS,313436.06,8.0,8.0,8.0,2660.375,2659.0,5.0,1.0,1.02,Freeze,11,4,2022,0,1.4885496183206115,1.9164430816404732,331709.22000000003,483626.26,439805.77,375026.4066666667,94689.31664091637,519441.25833333336,155942.4172815556
2022-12-01,CHS,781240.28,16.0,16.0,16.0,2655.5625,2695.0,5.0,1.0,1.03,Increase,12,4,2022,1,1.3538924407672015,3.019877675840976,313436.06,309743.74,527819.62,318296.34,11761.68861883305,508910.4491666667,165766.53023881442
2023-01-01,CHS,834973.76,22.0,22.0,22.0,2725.5,2751.0,5.0,1.0,0.9940909090909091,Freeze,1,1,2023,0,2.0779220779220786,2.3056898475269705,781240.28,331709.22000000003,657284.44,475461.85333333333,264969.45438135497,530028.8375,183580.08213710086
2023-02-01,CHS,933483.78,20.0,20.0,20.0,2726.4,2747.0,5.0,0.0,0.991,Freeze,2,1,2023,0,-0.1454016721192275,3.7778617302606676,834973.76,313436.06,901667.28,643216.7000000001,286859.32895294664,544836.2808333334,201107.02826337074
2023-03-01,CHS,718717.16,13.0,13.0,13.0,2731.5384615384614,2699.0,5.0,0.0,1.016923076923077,Freeze,3,1,2023,0,-1.7473607571896643,-0.11102886750554708,933483.78,781240.28,504899.32,849899.2733333334,77211.39186842974,547487.6558333334,206379.73917375557
2023-04-01,CHS,637524.1,16.0,16.0,16.0,2731.875,2692.0,5.0,0.0,1.0175,Freeze,4,2,2023,0,-0.2593553167839935,1.9310867095797102,718717.16,834973.76,565744.67,829058.2333333334,107505.44338945922,565305.8091666667,211534.33029895232
2023-05-01,CHS,733400.68,19.0,19.0,19.0,2730.9473684210525,2762.0,5.0,0.0,1.0057894736842106,Freeze,5,2,2023,0,2.600297176820199,2.562198291867812,637524.1,933483.78,585002.15,763241.68,152921.0832663322,571287.4283333333,212560.24462877368
2023-06-01,CHS,535909.67,12.0,12.0,12.0,2744.4166666666665,2779.0,5.0,0.0,1.01,Increase,6,2,2023,0,0.6154960173787138,5.585106382978733,733400.68,718717.16,427895.88,696547.3133333334,51640.16096065005,583653.9725,217685.73456478651
2023-07-01,CHS,488803.81,14.0,14.0,14.0,2746.214285714286,2715.0,5.0,0.0,0.9992857142857143,Freeze,7,3,2023,0,-2.3029866858582215,2.414183327046393,535909.67,637524.1,498096.75,635611.4833333333,98759.39618380801,592655.1216666667,212838.93956981643
2023-08-01,CHS,601004.57,19.0,19.0,19.0,2729.5789473684213,2736.0,5.0,0.0,0.9994736842105264,Freeze,8,3,2023,0,0.7734806629834168,3.050847457627115,488803.81,733400.68,483626.26,586038.0533333333,129774.99110059517,591880.71,213230.8115401383
2023-09-01,CHS,389778.43,11.0,11.0,11.0,2744.818181818182,2741.0,5.0,0.0,1.02,Freeze,9,3,2023,0,0.1827485380117011,1.7068645640074154,601004.57,535909.67,309743.74,541906.0166666666,56340.21446670794,601662.2358333333,210488.0149461516
2023-10-01,CHS,377355.73,13.0,13.0,13.0,2749.3076923076924,2771.0,5.0,0.0,0.9884615384615384,Freeze,10,4,2023,0,1.094491061656333,5.763358778625949,389778.43,488803.81,331709.22000000003,493195.60333333333,105681.5331140547,608331.7933333333,201472.26107142505
2023-11-01,CHS,564773.6900000001,17.0,17.0,17.0,2747.9411764705883,2761.0,5.0,0.0,0.9900000000000001,Freeze,11,4,2023,0,-0.36088054853843365,3.836028582173756,377355.73,601004.57,313436.06,456046.24333333335,125691.16206528855,612135.6691666667,196134.93775568728
2023-12-01,CHS,521603.54000000004,13.0,13.0,13.0,2738.3076923076924,2689.0,5.0,0.0,1.0215384615384617,Freeze,12,4,2023,1,-2.6077508149221273,-0.22263450834879572,564773.6900000001,389778.43,781240.28,443969.28333333327,104803.90914172353,633080.4716666667,173445.18008078018
2024-01-01,CHS,557532.51,16.0,16.0,16.0,2785.4375,2798.0,5.0,0.0,0.98375,Freeze,1,1,2024,0,4.0535515061361105,1.7084696474009453,521603.54000000004,377355.73,834973.76,487910.98666666663,98146.64561374551,611444.0766666667,169430.5193746202
2024-02-01,CHS,582036.3,11.0,11.0,11.0,2825.6363636363635,2819.0,5.0,0.0,1.0045454545454546,Freeze,2,1,2024,0,0.7505360972122954,2.6210411357844965,557532.51,564773.6900000001,933483.78,547969.9133333333,23119.210713446802,588323.9725,154419.7870447228
2024-03-01,CHS,1074138.59,22.0,22.0,22.0,2812.5,2781.0,5.0,0.0,0.9945454545454545,Freeze,3,1,2024,0,-1.3479957431713374,3.038162282326784,582036.3,521603.54000000004,718717.16,553724.1166666666,30395.847004822157,559036.6825,109922.06941358445
2024-04-01,CHS,557266.07,12.0,12.0,12.0,2820.25,2835.0,5.0,0.0,1.0141666666666667,Freeze,4,2,2024,0,1.9417475728155331,5.312035661218428,1074138.59,557532.51,637524.1,737902.4666666667,291446.6621986992,588655.135,181462.88432408715
2024-05-01,CHS,982890.44,21.0,21.0,21.0,2817.2380952380954,2854.0,5.0,0.0,1.006190476190476,Freeze,5,2,2024,0,0.6701940035273468,3.3309196234612592,557266.07,582036.3,733400.68,737813.6533333333,291529.1380658912,581966.9658333333,180976.36225338856
2024-06-01,CHS,626867.92,18.0,18.0,18.0,2825.0,2808.0,5.0,0.0,0.9938888888888889,Freeze,6,2,2024,0,-1.6117729502452716,1.0435408420295111,982890.44,1074138.59,535909.67,871431.6999999998,275874.2259156853,602757.7791666667,211680.98810194788
2024-07-01,CHS,863824.68,20.0,20.0,20.0,2823.7,2865.0,5.0,0.0,1.0065,Freeze,7,3,2024,0,2.0299145299145227,5.524861878453047,626867.92,557266.07,488803.81,722341.4766666666,228309.93430293785,610337.6333333333,210695.9090260775
2024-08-01,CHS,729435.24,21.0,21.0,21.0,2806.5238095238096,2776.0,5.0,0.0,0.9747619047619047,Freeze,8,3,2024,0,-3.106457242582894,1.4619883040935644,863824.68,982890.44,601004.57,824527.68,181235.2044817392,641589.3725,218691.477384351
2024-09-01,CHS,512754.83999999997,14.0,14.0,14.0,2813.785714285714,2864.0,5.0,0.0,1.0192857142857144,Freeze,9,3,2024,0,3.170028818443793,4.487413352790948,729435.24,626867.92,389778.43,740042.6133333333,118833.9757990076,652291.9283333333,219665.20370627812
2024-10-01,CHS,580746.29,15.0,15.0,15.0,2818.866666666667,2837.0,5.0,0.0,0.9853333333333334,Freeze,10,4,2024,0,-0.942737430167595,2.381811620353669,512754.83999999997,863824.68,377355.73,702004.9199999999,177135.04729692367,662539.9625,208910.11870582326
2024-11-01,CHS,476143.15,14.0,14.0,14.0,2812.714285714286,2771.0,5.0,0.0,1.0085714285714287,Freeze,11,4,2024,0,-2.32640112795206,0.3621876131836288,580746.29,729435.24,564773.6900000001,607645.4566666665,110816.39234139031,679489.1758333334,191166.4346435254
2024-12-01,CHS,806145.68,13.0,13.0,13.0,2810.923076923077,2832.0,5.0,0.0,1.0146153846153845,Freeze,12,4,2024,1,2.2013713460844464,5.317962067683157,476143.15,512754.83999999997,521603.54000000004,523214.75999999995,53080.23802951306,672103.2975,197605.21069332
2025-01-01,CHS,686797.83,14.0,14.0,14.0,2876.285714285714,2907.0,5.0,1.0,0.9921428571428572,Freeze,1,1,2025,0,2.648305084745761,3.895639742673329,806145.68,580746.29,557532.51,621011.7066666667,168645.7686575787,695815.1425,194958.31172184076
2021-01-01,CHSW,36688.74,3.0,3.0,3.0,367.6666666666667,393.0,0.0,0.0,0.9899999999999999,Freeze,1,1,2021,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,CHSW,5798.04,1.0,1.0,1.0,366.0,366.0,0.0,0.0,0.93,Freeze,2,1,2021,0,-6.870229007633588,0.0,36688.74,0.0,0.0,36688.74,0.0,36688.74,0.0
2021-03-01,CHSW,18807.9,2.0,2.0,2.0,354.0,333.0,0.0,0.0,0.9550000000000001,Freeze,3,1,2021,0,-9.016393442622949,0.0,5798.04,0.0,0.0,21243.39,21843.02344559928,21243.39,21843.02344559928
2021-04-01,CHSW,45707.229999999996,4.0,4.0,4.0,370.5,389.0,0.0,0.0,1.0275,Freeze,4,2,2021,0,16.816816816816814,0.0,18807.9,36688.74,0.0,20431.56,15509.224367104885,20431.56,15509.224367104885
2021-05-01,CHSW,44426.79,4.0,4.0,4.0,347.5,329.0,0.0,0.0,0.975,Freeze,5,2,2021,0,-15.424164524421592,0.0,45707.229999999996,5798.04,0.0,23437.72333333333,20353.43483757553,26750.4775,17890.562702162973
2021-06-01,CHSW,95186.69,5.0,5.0,5.0,353.6,356.0,0.0,0.0,1.024,Increase,6,2,2021,0,8.20668693009119,0.0,44426.79,18807.9,0.0,36313.973333333335,15174.216102073715,30285.74,17393.808670603168
2021-07-01,CHSW,45599.67,3.0,3.0,3.0,383.6666666666667,400.0,0.0,0.0,1.0266666666666666,Freeze,7,3,2021,0,12.35955056179776,0.0,95186.69,45707.229999999996,0.0,61773.57,28943.692279133975,41102.565,30725.524935131536
2021-08-01,CHSW,14523.380000000001,2.0,2.0,2.0,381.0,390.0,0.0,0.0,0.9299999999999999,Freeze,8,3,2021,0,-2.500000000000002,0.0,45599.67,44426.79,0.0,61737.716666666674,28973.59616382014,41745.008571428574,28099.893919967875
2021-09-01,CHSW,8274.03,1.0,1.0,1.0,389.0,389.0,0.0,0.0,0.93,Freeze,9,3,2021,0,-0.2564102564102555,0.0,14523.380000000001,95186.69,0.0,51769.91333333333,40684.104047323366,38342.305,27738.611972693016
2021-10-01,CHSW,9360.33,1.0,1.0,1.0,325.0,325.0,0.0,0.0,1.08,Freeze,10,4,2021,0,-16.45244215938303,0.0,8274.03,45599.67,0.0,22799.02666666667,19991.638156140034,35001.38555555555,27815.597324317478
2021-11-01,CHSW,34416.58,3.0,3.0,3.0,368.6666666666667,350.0,0.0,0.0,0.9633333333333334,Freeze,11,4,2021,0,7.692307692307687,0.0,9360.33,14523.380000000001,0.0,10719.246666666668,3338.949645597327,32437.28,27449.705509594976
2021-12-01,CHSW,54623.06,3.0,3.0,3.0,358.6666666666667,357.0,0.0,0.0,1.0,Freeze,12,4,2021,1,2.0000000000000018,0.0,34416.58,8274.03,0.0,17350.313333333335,14789.797340593766,32617.216363636366,26047.914453016874
2022-01-01,CHSW,91355.41,6.0,6.0,6.0,373.6666666666667,386.0,0.0,0.0,1.01,Freeze,1,1,2022,0,8.12324929971988,-1.781170483460559,54623.06,9360.33,36688.74,32799.99,22674.626880817705,34451.03666666667,25635.275527039026
2022-02-01,CHSW,38078.22,3.0,3.0,3.0,368.3333333333333,368.0,0.0,0.0,0.9500000000000001,Freeze,2,1,2022,0,-4.6632124352331665,0.5464480874316946,91355.41,34416.58,5798.04,60131.68333333333,28866.352189246805,39006.5925,30470.40917119908
2022-03-01,CHSW,98316.13,6.0,6.0,6.0,382.0,380.0,0.0,0.0,1.0,Increase,3,1,2022,0,3.2608695652173836,14.114114114114118,38078.22,54623.06,18807.9,61352.23,27268.590727074632,41696.607500000006,28642.187469811386
2022-04-01,CHSW,58237.48,3.0,3.0,3.0,399.0,382.0,0.0,0.0,0.98,Freeze,4,2,2022,0,0.5263157894736858,-1.7994858611825149,98316.13,91355.41,45707.229999999996,75916.58666666667,32953.29118207214,48322.293333333335,31879.324701381254
2022-05-01,CHSW,34004.69,2.0,2.0,2.0,340.0,344.0,0.0,0.0,0.98,Freeze,5,2,2022,0,-9.947643979057597,4.5592705167173175,58237.48,38078.22,44426.79,64877.27666666667,30662.951996228836,49366.480833333335,31990.89816232209
2022-06-01,CHSW,50411.06,4.0,4.0,4.0,381.25,396.0,0.0,0.0,0.9725,Freeze,6,2,2022,0,15.116279069767447,11.23595505617978,34004.69,98316.13,95186.69,63519.43333333334,32479.448917431375,48497.9725,32277.385284620257
2022-07-01,CHSW,44386.45,4.0,4.0,4.0,364.75,394.0,0.0,0.0,0.9750000000000001,Decrease,7,3,2022,0,-0.5050505050505083,-1.5000000000000013,50411.06,58237.48,45599.67,47551.07666666667,12366.958247533405,44766.670000000006,28789.009504512145
2022-08-01,CHSW,65721.99,5.0,5.0,5.0,360.4,372.0,0.0,0.0,1.024,Decrease,8,3,2022,0,-5.58375634517766,-4.61538461538461,44386.45,34004.69,14523.380000000001,42934.06666666666,8299.05459401459,44665.568333333336,28787.9485050826
2022-09-01,CHSW,21501.28,2.0,2.0,2.0,339.0,359.0,0.0,0.0,0.9650000000000001,Decrease,9,3,2022,0,-3.4946236559139754,-7.712082262210796,65721.99,50411.06,8274.03,53506.5,10999.43763872049,48932.11916666667,27687.518806339584
2022-10-01,CHSW,60599.7,4.0,4.0,4.0,395.25,373.0,0.0,0.0,0.9875,Freeze,10,4,2022,0,3.8997214484679743,14.769230769230779,21501.28,44386.45,9360.33,43869.90666666667,22114.879854691386,50034.38999999999,26141.87929703496
2022-12-01,CHSW,106673.32,5.0,5.0,5.0,384.8,395.0,0.0,0.0,1.002,Decrease,12,4,2022,1,5.898123324396787,12.857142857142856,60599.7,65721.99,34416.58,49274.32333333334,24188.135846059624,54304.3375,22874.824557037336
2023-01-01,CHSW,49657.76,3.0,3.0,3.0,370.3333333333333,337.0,0.0,0.0,1.08,Increase,1,1,2023,0,-14.683544303797468,-5.602240896358546,106673.32,21501.28,54623.06,62924.76666666666,42633.59650198109,60325.73249999999,26402.022375054778
2023-02-01,CHSW,56857.85,3.0,3.0,3.0,345.0,390.0,0.0,0.0,0.9233333333333333,Decrease,2,1,2023,0,15.727002967359049,1.0362694300518172,49657.76,60599.7,91355.41,72310.26,30257.997821462024,59911.9575,26538.077766643884
2023-03-01,CHSW,74105.65,6.0,6.0,6.0,377.8333333333333,331.0,0.0,0.0,1.0,Freeze,3,1,2023,0,-15.12820512820513,-10.054347826086952,56857.85,106673.32,38078.22,71062.97666666667,31048.876601906773,57037.16083333333,24621.551321109815
2023-04-01,CHSW,23586.98,2.0,2.0,2.0,378.5,366.0,0.0,0.0,1.005,Freeze,4,2,2023,0,10.574018126888207,-3.68421052631579,74105.65,49657.76,98316.13,60207.08666666667,12563.354291352036,60039.44666666666,24293.94972612217
2023-05-01,CHSW,29574.350000000002,2.0,2.0,2.0,324.0,329.0,0.0,0.0,1.08,Freeze,5,2,2023,0,-10.10928961748634,-13.874345549738221,23586.98,56857.85,58237.48,51516.82666666666,25679.347778470416,53812.017499999994,23140.800797455762
2023-06-01,CHSW,15417.16,1.0,1.0,1.0,367.0,367.0,0.0,0.0,1.02,Freeze,6,2,2023,0,11.550151975683898,6.686046511627897,29574.350000000002,74105.65,34004.69,42422.32666666667,27601.39277215252,51423.42333333334,24101.82659884377
2023-07-01,CHSW,30297.08,2.0,2.0,2.0,365.5,350.0,0.0,0.0,0.96,Freeze,7,3,2023,0,-4.63215258855586,-11.616161616161612,15417.16,23586.98,50411.06,22859.49666666667,7106.5766142519915,49874.462499999994,25856.46722642171
2023-08-01,CHSW,38765.46,2.0,2.0,2.0,371.0,343.0,0.0,0.0,1.03,Freeze,8,3,2023,0,-2.0000000000000018,-12.944162436548224,30297.08,29574.350000000002,44386.45,25096.19666666667,8390.07733928796,48198.29750000001,26463.34942576039
2023-09-01,CHSW,13755.42,1.0,1.0,1.0,321.0,321.0,0.0,0.0,0.94,Decrease,9,3,2023,0,-6.413994169096215,-13.709677419354838,38765.46,15417.16,65721.99,28159.899999999998,11819.959051824166,47729.88166666666,26586.416169902805
2023-10-01,CHSW,20257.89,2.0,2.0,2.0,354.0,388.0,0.0,0.0,1.05,Freeze,10,4,2023,0,20.87227414330217,8.077994428969347,13755.42,30297.08,21501.28,27605.986666666664,12720.338544902543,43399.33416666666,27602.2350146049
2023-11-01,CHSW,15159.18,1.0,1.0,1.0,345.0,345.0,0.0,0.0,1.0,Freeze,11,4,2023,0,-11.082474226804129,-7.506702412868638,20257.89,38765.46,60599.7,24259.589999999997,12976.352621900345,43295.71833333333,27694.091891688186
2023-12-01,CHSW,68278.64,5.0,5.0,5.0,388.4,390.0,0.0,0.0,1.0,Freeze,12,4,2023,1,13.043478260869556,-1.2658227848101222,15159.18,13755.42,106673.32,16390.829999999998,3421.7320638968636,39509.00833333333,28214.691400583168
2024-01-01,CHSW,77385.11,5.0,5.0,5.0,384.4,359.0,0.0,0.0,1.018,Freeze,1,1,2024,0,-7.948717948717954,6.528189910979232,68278.64,20257.89,49657.76,34565.236666666664,29307.75297004247,36309.45166666667,21214.398860961388
2024-02-01,CHSW,55067.240000000005,2.0,2.0,2.0,368.5,331.0,0.0,0.0,1.0550000000000002,Freeze,2,1,2024,0,-7.799442896935938,-15.12820512820513,77385.11,15159.18,56857.85,53607.64333333333,33607.21943996905,38620.06416666666,24112.469652188232
2024-03-01,CHSW,64513.5,4.0,4.0,4.0,376.0,391.0,0.0,0.0,1.045,Freeze,3,1,2024,0,18.126888217522662,18.126888217522662,55067.240000000005,68278.64,74105.65,66910.33,11221.676992602315,38470.84666666667,23994.59918482994
2024-04-01,CHSW,49477.5,3.0,3.0,3.0,379.6666666666667,357.0,0.0,0.0,0.9733333333333333,Freeze,4,2,2024,0,-8.695652173913048,-2.4590163934426257,64513.5,77385.11,23586.98,65655.28333333334,11202.659604729293,37671.50083333333,22831.122756102995
2024-05-01,CHSW,67710.95000000001,4.0,4.0,4.0,400.5,419.0,0.0,0.0,1.065,Increase,5,2,2024,0,17.36694677871149,27.35562310030395,49477.5,55067.240000000005,29574.350000000002,56352.746666666666,7599.981548828502,39829.04416666667,22601.30688044164
